weather_date,has_avalanche,Лавинный очаг (место схода),Дата схода,Время,Площадь,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,weather_code,sunrise,sunset,daylight_duration,et0_fao_evapotranspiration,wind_speed_10m_max,wind_direction_10m_dominant,Условия схода_АВ,Условия схода_Лыжник,Условия схода_Сноубордист,Условия схода_Турист,Экспозиция_ЮЗ,Экспозиция_З,Экспозиция_ЮЮЗ,Экспозиция_ЮЮВ,Экспозиция_ЮВ,Экспозиция_СЗ,Экспозиция_СВ,Экспозиция_ВЮВ,Экспозиция_В,Экспозиция_Ю
2019-12-31,1,43,2020-01-01,,,-14.55,0.2,0.0,0.14,2.0,71.0,0,0,4075.2483,0.0049599996,4.548626,326.45996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31,1,229,2020-01-01,,,-14.55,0.2,0.0,0.14,2.0,71.0,0,0,4075.2483,0.0049599996,4.548626,326.45996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31,1,231,2020-01-01,,,-14.55,0.2,0.0,0.14,2.0,71.0,0,0,4075.2483,0.0049599996,4.548626,326.45996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-12-31,1,Поачвумчорр,2020-01-01,,,-14.55,0.2,0.0,0.14,2.0,71.0,0,0,4075.2483,0.0049599996,4.548626,326.45996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,1,43,2020-01-01,,,-11.810416,8.799999,0.0,6.16,15.0,75.0,0,0,4798.654,0.0,4.651881,343.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,1,229,2020-01-01,,,-11.810416,8.799999,0.0,6.16,15.0,75.0,0,0,4798.654,0.0,4.651881,343.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,1,231,2020-01-01,,,-11.810416,8.799999,0.0,6.16,15.0,75.0,0,0,4798.654,0.0,4.651881,343.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-01,1,Поачвумчорр,2020-01-01,,,-11.810416,8.799999,0.0,6.16,15.0,75.0,0,0,4798.654,0.0,4.651881,343.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-02,0,,,,,-5.4041667,6.8,0.099999994,4.69,11.0,75.0,0,0,5478.2773,0.0,5.1971145,265.14044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-03,0,,,,,-9.127083,3.2999997,0.0,2.3100002,15.0,73.0,0,0,6127.867,0.050299533,6.6753273,271.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-04,1,ущ. Скальное,2020-01-05,,,-14.837499,0.0,0.0,0.0,0.0,3.0,0,0,6755.388,0.012365819,3.847077,296.2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-05,1,ущ. Скальное,2020-01-05,,,-14.650002,1.3000002,0.0,0.90999997,9.0,71.0,0,0,7365.831,0.0,3.2202482,326.68936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-06,0,,,,,-10.708333,3.7000003,0.0,2.5900002,10.0,73.0,0,0,7962.524,0.0,2.4166093,89.48385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-07,0,,,,,-5.5729175,17.2,0.0,12.04,17.0,75.0,0,0,8547.768,0.0,5.1195703,220.94467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-08,0,,,,,-6.6458335,0.70000005,0.0,0.49,5.0,73.0,0,0,9123.255,0.031082716,5.178803,266.2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-09,0,,,,,-7.03125,1.4000001,0.0,1.05,9.0,73.0,0,0,9690.228,0.08627039,5.6008925,282.79413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-10,0,,,,,-10.895833,0.3,0.0,0.21000001,3.0,71.0,0,0,10249.666,0.00018390191,4.0718546,305.45554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-11,0,,,,,-9.70625,12.600002,0.0,8.819999,18.0,75.0,0,0,10802.272,0.0072226613,4.0112343,289.98315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-12,0,,,,,-11.087501,0.4,0.0,0.28,4.0,71.0,0,0,11348.654,0.00041261685,2.8635643,311.60596,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-13,1,у ущ. Скальное,2020-01-14,,,-10.960416,0.1,0.0,0.07,1.0,71.0,0,0,11889.916,0.0011527616,4.3931766,295.93936,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-14,1,у ущ. Скальное,2020-01-14,,,-8.029166,12.900002,0.0,9.029999,17.0,75.0,0,0,12432.543,0.010865798,4.8507733,261.34756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-15,0,,,,,-11.5625,0.0,0.0,0.0,0.0,3.0,0,0,12977.21,0.0,2.1095023,21.297407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-16,0,,,,,-13.170834,3.2,0.0,2.24,10.0,73.0,0,0,13522.946,0.003693229,3.1622775,21.536682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-17,0,,,,,-16.795835,0.0,0.0,0.0,0.0,3.0,0,0,14068.853,0.026619889,4.4654226,45.64363,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-18,0,,,,,-16.14583,0.0,0.0,0.0,0.0,3.0,0,0,14614.247,0.08127546,5.491812,52.21796,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,0,,,,,-13.858335,1.3000001,0.0,0.90999997,8.0,71.0,0,0,15158.503,0.010529722,3.577709,301.0161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-20,1,43,2020-01-21,,,-8.902083,2.8999999,0.0,2.03,9.0,73.0,0,0,15701.103,0.03457334,4.3462625,303.44223,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-20,1,43,2020-01-21,,,-8.902083,2.8999999,0.0,2.03,9.0,73.0,0,0,15701.103,0.03457334,4.3462625,303.44223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,1,43,2020-01-21,,,-11.385417,1.9000003,0.0,1.3300002,19.0,71.0,0,0,16241.597,0.12515587,6.5115285,316.88226,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-21,1,43,2020-01-21,,,-11.385417,1.9000003,0.0,1.3300002,19.0,71.0,0,0,16241.597,0.12515587,6.5115285,316.88226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,1,228,2020-01-23,,,-14.166669,0.5,0.0,0.35,5.0,71.0,0,0,16779.602,0.107846804,7.3824115,328.90277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-22,1,ЮОК,2020-01-23,,,-14.166669,0.5,0.0,0.35,5.0,71.0,0,0,16779.602,0.107846804,7.3824115,328.90277,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,1,228,2020-01-23,,,-15.810416,4.9999995,0.0,3.5000002,23.0,73.0,0,0,17314.775,0.020655505,3.3015149,51.36973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-23,1,ЮОК,2020-01-23,,,-15.810416,4.9999995,0.0,3.5000002,23.0,73.0,0,0,17314.775,0.020655505,3.3015149,51.36973,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-24,0,,,,,-17.760418,1.8000002,0.0,1.33,12.0,71.0,0,0,17846.814,0.00589916,2.7018511,34.49922,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-25,0,,,,,-18.633335,1.6000001,0.1,1.05,8.0,73.0,0,0,18375.465,0.041154835,4.8052053,354.24182,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,1,4,2020-01-27,,,-19.34375,0.0,0.0,0.0,0.0,3.0,0,0,18900.482,0.022989728,3.3421547,334.1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,1,39,2020-01-27,,,-19.34375,0.0,0.0,0.0,0.0,3.0,0,0,18900.482,0.022989728,3.3421547,334.1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,1,228,2020-01-27,,,-19.34375,0.0,0.0,0.0,0.0,3.0,0,0,18900.482,0.022989728,3.3421547,334.1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,1,Вудъяврчорр,2020-01-27,,,-19.34375,0.0,0.0,0.0,0.0,3.0,0,0,18900.482,0.022989728,3.3421547,334.1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,1,4,2020-01-27,,,-21.797915,0.0,0.0,0.0,0.0,3.0,0,0,19421.674,0.010576961,2.5612497,38.733772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,1,39,2020-01-27,,,-21.797915,0.0,0.0,0.0,0.0,3.0,0,0,19421.674,0.010576961,2.5612497,38.733772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,1,228,2020-01-27,,,-21.797915,0.0,0.0,0.0,0.0,3.0,0,0,19421.674,0.010576961,2.5612497,38.733772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,1,Вудъяврчорр,2020-01-27,,,-21.797915,0.0,0.0,0.0,0.0,3.0,0,0,19421.674,0.010576961,2.5612497,38.733772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,1,227,2020-01-28,,,-21.797915,0.0,0.0,0.0,0.0,3.0,0,0,19421.674,0.010576961,2.5612497,38.733772,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-28,1,227,2020-01-28,,,-22.0875,0.0,0.0,0.0,0.0,3.0,0,0,19938.84,0.016265186,4.313931,46.447872,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-29,0,,,,,-22.23958,0.0,0.0,0.0,0.0,3.0,0,0,20451.81,0.039489407,3.9824615,54.204998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-30,0,,,,,-23.233335,0.0,0.0,0.0,0.0,3.0,0,0,20960.434,0.04204196,4.0718546,64.53672,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-31,0,,,,,-23.783333,1.3000002,0.0,0.90999997,12.0,71.0,0,0,21464.56,0.020607451,3.2202485,59.46046,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-01,0,,,,,-19.204166,3.3000002,0.0,2.31,20.0,73.0,0,0,21964.059,0.04512054,4.3011627,54.26013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-02,0,,,,,-15.666667,3.1000001,0.0,2.3100002,18.0,73.0,0,0,22459.328,0.061163224,4.8373547,21.690376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,1,4,2020-02-04,,,-14.562499,0.2,0.0,0.21000001,2.0,71.0,0,0,22955.434,0.06521706,4.816638,342.74173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,1,228,2020-02-04,,,-14.562499,0.2,0.0,0.21000001,2.0,71.0,0,0,22955.434,0.06521706,4.816638,342.74173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,1,229,2020-02-04,,,-14.562499,0.2,0.0,0.21000001,2.0,71.0,0,0,22955.434,0.06521706,4.816638,342.74173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-03,1,16 км,2020-02-04,,,-14.562499,0.2,0.0,0.21000001,2.0,71.0,0,0,22955.434,0.06521706,4.816638,342.74173,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,1,4,2020-02-04,,,-18.685417,0.1,0.0,0.07,1.0,71.0,0,0,23453.242,0.025270103,3.324154,313.23517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,1,228,2020-02-04,,,-18.685417,0.1,0.0,0.07,1.0,71.0,0,0,23453.242,0.025270103,3.324154,313.23517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,1,229,2020-02-04,,,-18.685417,0.1,0.0,0.07,1.0,71.0,0,0,23453.242,0.025270103,3.324154,313.23517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-04,1,16 км,2020-02-04,,,-18.685417,0.1,0.0,0.07,1.0,71.0,0,0,23453.242,0.025270103,3.324154,313.23517,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-05,0,,,,,-16.418749,1.6,0.20000002,0.97999996,10.0,73.0,0,0,23952.215,0.12260121,5.707889,341.3454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-06,0,,,,,-15.231251,2.1999998,0.0,1.5400002,10.0,73.0,0,0,24451.865,0.074147224,4.792703,319.10892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-07,0,,,,,-8.860416,2.8999999,0.0,2.03,6.0,73.0,0,0,24951.732,0.055680208,3.8897302,298.09354,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-08,0,,,,,-7.508333,0.8000001,0.1,0.48999998,8.0,71.0,0,0,25451.402,0.04417807,5.4424257,264.6629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-09,0,,,,,-6.200001,14.000002,0.0,9.870001,17.0,75.0,0,0,25950.496,0.04413112,4.785394,183.96788,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,0,,,,,-5.475,27.400002,0.0,19.18,24.0,75.0,0,0,26448.66,0.058831733,5.663921,195.44775,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-11,0,,,,,-5.75625,8.099998,0.1,5.600001,20.0,75.0,0,0,26945.56,0.053385116,4.4598207,227.23236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-12,0,,,,,-6.222917,5.1,0.0,3.5700004,21.0,73.0,0,0,27440.902,0.060077015,3.5608988,210.96367,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-13,0,,,,,-7.077083,6.699999,0.0,4.6900005,23.0,73.0,0,0,27934.396,0.0617063,2.2203603,166.6794,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-14,1,Ворткеуайв,2020-02-15,,,-11.470836,2.1,0.0,1.4699999,7.0,73.0,0,0,28425.777,0.04911437,3.5057096,259.70883,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-15,1,Ворткеуайв,2020-02-15,,,-9.025,7.0,0.099999994,4.83,16.0,75.0,0,0,28914.797,0.06377778,5.818075,138.3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,,,,,-5.8624997,22.499998,0.0,15.750001,18.0,75.0,0,0,29401.217,0.07319847,7.324616,219.02998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,1,16 км,2020-02-18,,,-8.554168,0.0,0.0,0.0,0.0,3.0,0,0,29884.81,0.087296635,7.1028166,279.46225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,1,Парк,2020-02-18,,,-8.554168,0.0,0.0,0.0,0.0,3.0,0,0,29884.81,0.087296635,7.1028166,279.46225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,1,У ущ. Скальное,2020-02-18,,,-8.554168,0.0,0.0,0.0,0.0,3.0,0,0,29884.81,0.087296635,7.1028166,279.46225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,1,ЮОК,2020-02-18,,,-8.554168,0.0,0.0,0.0,0.0,3.0,0,0,29884.81,0.087296635,7.1028166,279.46225,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,1,16 км,2020-02-18,,,-13.210416,0.1,0.0,0.07,1.0,71.0,0,0,30365.37,0.096392415,3.8013155,27.799364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,1,Парк,2020-02-18,,,-13.210416,0.1,0.0,0.07,1.0,71.0,0,0,30365.37,0.096392415,3.8013155,27.799364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,1,У ущ. Скальное,2020-02-18,,,-13.210416,0.1,0.0,0.07,1.0,71.0,0,0,30365.37,0.096392415,3.8013155,27.799364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,1,ЮОК,2020-02-18,,,-13.210416,0.1,0.0,0.07,1.0,71.0,0,0,30365.37,0.096392415,3.8013155,27.799364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-18,1,Вудъяврчорр,2020-02-19,,,-13.210416,0.1,0.0,0.07,1.0,71.0,0,0,30365.37,0.096392415,3.8013155,27.799364,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-18,1,Вудъяврчорр,2020-02-19,,,-13.210416,0.1,0.0,0.07,1.0,71.0,0,0,30365.37,0.096392415,3.8013155,27.799364,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-18,1,Вудъяврчорр,2020-02-19,,,-13.210416,0.1,0.0,0.07,1.0,71.0,0,0,30365.37,0.096392415,3.8013155,27.799364,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-19,1,Вудъяврчорр,2020-02-19,,,-17.262499,0.0,0.0,0.0,0.0,3.0,0,0,30842.682,0.10073006,2.5495098,317.9051,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-19,1,Вудъяврчорр,2020-02-19,,,-17.262499,0.0,0.0,0.0,0.0,3.0,0,0,30842.682,0.10073006,2.5495098,317.9051,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-19,1,Вудъяврчорр,2020-02-19,,,-17.262499,0.0,0.0,0.0,0.0,3.0,0,0,30842.682,0.10073006,2.5495098,317.9051,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-02-20,0,,,,,-13.212501,7.9,0.0,5.6,11.0,75.0,0,0,31316.553,0.06960199,4.2720017,180.98137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-21,0,,,,,-5.9500003,15.700003,0.0,10.99,19.0,75.0,0,0,31786.785,0.07326132,4.8259716,202.02834,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-22,1,ЮОК,2020-02-23,,,-6.974999,8.300001,0.0,5.8100004,14.0,75.0,0,0,32253.594,0.12774585,3.7643058,133.72708,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,1,ЮОК,2020-02-23,,,-8.891666,0.4,0.0,0.28,4.0,71.0,0,0,32720.973,0.111164205,1.8601075,39.025696,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,0,,,,,-9.710418,2.0000002,0.1,1.3300002,15.0,71.0,0,0,33189.74,0.16347678,4.1773195,37.809128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,1,4,2020-02-26,,,-13.383334,0.0,0.0,0.0,0.0,3.0,0,0,33659.6,0.13768822,2.280351,8.467718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,1,228,2020-02-26,,,-13.383334,0.0,0.0,0.0,0.0,3.0,0,0,33659.6,0.13768822,2.280351,8.467718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,1,ЮОК,2020-02-26,,,-13.383334,0.0,0.0,0.0,0.0,3.0,0,0,33659.6,0.13768822,2.280351,8.467718,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,1,4,2020-02-26,,,-14.981252,0.70000005,0.0,0.49,5.0,71.0,0,0,34130.277,0.14821692,2.9732137,300.54926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,1,228,2020-02-26,,,-14.981252,0.70000005,0.0,0.49,5.0,71.0,0,0,34130.277,0.14821692,2.9732137,300.54926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,1,ЮОК,2020-02-26,,,-14.981252,0.70000005,0.0,0.49,5.0,71.0,0,0,34130.277,0.14821692,2.9732137,300.54926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,0,,,,,-13.654164,0.0,0.0,0.0,0.0,3.0,0,0,34601.504,0.33292568,2.6172504,314.2852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,,,,,-14.41875,0.0,0.0,0.0,0.0,3.0,0,0,35073.027,0.33700058,3.3286633,28.507315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,1,228,2020-03-01,,,-16.4125,0.0,0.0,0.0,0.0,3.0,0,0,35544.598,0.22449352,3.0083218,27.726187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,1,Снежный цирк,2020-03-01,,,-16.4125,0.0,0.0,0.0,0.0,3.0,0,0,35544.598,0.22449352,3.0083218,27.726187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,1,228,2020-03-01,,,-15.652083,5.0,0.1,3.43,13.0,73.0,0,0,36016.0,0.13168028,3.8013155,7.041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,1,Снежный цирк,2020-03-01,,,-15.652083,5.0,0.1,3.43,13.0,73.0,0,0,36016.0,0.13168028,3.8013155,7.041916,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,1,228,2020-03-03,,,-13.529167,0.70000005,0.1,0.42,6.0,71.0,0,0,36486.996,0.21280676,5.4332314,319.92615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,1,229,2020-03-03,,,-13.529167,0.70000005,0.1,0.42,6.0,71.0,0,0,36486.996,0.21280676,5.4332314,319.92615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,1,230,2020-03-03,,,-13.529167,0.70000005,0.1,0.42,6.0,71.0,0,0,36486.996,0.21280676,5.4332314,319.92615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,1,ЮОК,2020-03-03,,,-13.529167,0.70000005,0.1,0.42,6.0,71.0,0,0,36486.996,0.21280676,5.4332314,319.92615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,1,ЮОК,2020-03-03,,,-13.529167,0.70000005,0.1,0.42,6.0,71.0,0,0,36486.996,0.21280676,5.4332314,319.92615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,1,ЮОК,2020-03-03,,,-13.529167,0.70000005,0.1,0.42,6.0,71.0,0,0,36486.996,0.21280676,5.4332314,319.92615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,1,ЮОК,2020-03-03,,,-13.529167,0.70000005,0.1,0.42,6.0,71.0,0,0,36486.996,0.21280676,5.4332314,319.92615,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,1,228,2020-03-03,,,-14.014584,0.0,0.0,0.0,0.0,2.0,0,0,36957.37,0.24508514,2.3194828,25.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,1,229,2020-03-03,,,-14.014584,0.0,0.0,0.0,0.0,2.0,0,0,36957.37,0.24508514,2.3194828,25.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,1,230,2020-03-03,,,-14.014584,0.0,0.0,0.0,0.0,2.0,0,0,36957.37,0.24508514,2.3194828,25.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,1,ЮОК,2020-03-03,,,-14.014584,0.0,0.0,0.0,0.0,2.0,0,0,36957.37,0.24508514,2.3194828,25.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,1,ЮОК,2020-03-03,,,-14.014584,0.0,0.0,0.0,0.0,2.0,0,0,36957.37,0.24508514,2.3194828,25.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,1,ЮОК,2020-03-03,,,-14.014584,0.0,0.0,0.0,0.0,2.0,0,0,36957.37,0.24508514,2.3194828,25.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,1,ЮОК,2020-03-03,,,-14.014584,0.0,0.0,0.0,0.0,2.0,0,0,36957.37,0.24508514,2.3194828,25.27109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,,,,,-14.002082,5.6000004,0.0,3.9200003,14.0,73.0,0,0,37426.926,0.09643381,4.9162993,87.41466,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,,,,,-9.491666,5.899999,0.0,4.1299996,22.0,73.0,0,0,37895.45,0.120974556,5.4120235,256.34955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,,,,,-9.639583,0.0,0.0,0.0,0.0,3.0,0,0,38362.742,0.23285073,4.418144,281.63174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,,,,,-9.750001,1.0,0.0,0.70000005,3.0,73.0,0,0,38828.598,0.21378979,3.9357338,251.25012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,,,,,-5.333334,14.700002,0.0,10.290001,18.0,75.0,0,0,39292.84,0.09539093,5.4424257,226.03871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,,,,,-4.427084,1.4000001,0.0,0.97999996,11.0,71.0,0,0,39755.26,0.20856737,4.876474,248.48964,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,0,,,,,-10.231252,0.3,0.0,0.21000001,3.0,71.0,0,0,40215.67,0.24430642,4.8764744,56.83275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,0,,,,,-9.360417,0.0,0.0,0.0,0.0,3.0,0,0,40673.875,0.32933933,1.360147,323.5307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,1,227,2020-03-13,,,-9.829167,6.3999996,0.0,4.5499997,18.0,73.0,0,0,41129.68,0.26981735,9.2358,16.557161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,1,Вудъяврчорр,2020-03-13,,,-9.829167,6.3999996,0.0,4.5499997,18.0,73.0,0,0,41129.68,0.26981735,9.2358,16.557161,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-13,1,227,2020-03-13,,,-14.287501,3.6,0.1,2.45,10.0,73.0,0,0,41583.223,0.3591444,9.708244,11.557559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,1,Вудъяврчорр,2020-03-13,,,-14.287501,3.6,0.1,2.45,10.0,73.0,0,0,41583.223,0.3591444,9.708244,11.557559,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-03-14,0,,,,,-15.133332,1.9000001,0.0,1.3299999,8.0,73.0,0,0,42037.88,0.18934241,4.1880784,243.38261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,0,,,,,-9.99375,12.500002,0.1,8.679999,15.0,75.0,0,0,42494.418,0.26633215,5.185557,296.4732,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,0,,,,,-10.166666,3.2999997,0.0,2.31,7.0,75.0,0,0,42952.645,0.33655462,5.2886667,266.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,0,,,,,-7.883332,5.1,0.1,3.5000005,20.0,73.0,0,0,43412.37,0.21727449,3.4058774,278.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,0,,,,,-9.404168,6.6999993,0.0,4.69,18.0,73.0,0,0,43873.434,0.20837936,3.8078866,52.471497,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,0,,,,,-14.829166,0.5,0.0,0.35,3.0,73.0,0,0,44335.645,0.36665577,4.197618,304.9921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,1,228,2020-03-21,,,-14.889584,0.0,0.0,0.0,0.0,3.0,0,0,44798.832,0.43041548,2.863564,316.51306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,1,228,2020-03-21,,,-10.225,0.4,0.0,0.28,4.0,71.0,0,0,45262.83,0.58392906,5.9481087,277.8112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
